case_id,transaction_amount,customer_account_age_days,previous_chargebacks,previous_refunds,customer_order_count,dispute_reason,payment_verified,authentication_verified,delivery_confirmed,otp_verified,tracking_available,shipping_address_match,billing_address_match,device_consistent,transaction_authenticated,customer_identity_verified,evidence_count,evidence_completeness,evidence_consistency,response_time_hours,merchant_response_quality_score,defense_success
CASE208957,125.01,591,0,1,11,FRAUDULENT_TRANSACTION,1,0,0,1,1,1,1,1,1,0,7,75.9,100.0,68.3,87.5,1
CASE208958,117.8,799,0,0,12,FRAUDULENT_TRANSACTION,1,1,1,0,0,1,1,0,1,0,6,60.5,56.5,34.1,65.4,0
CASE208959,31.91,2240,0,1,50,PRODUCT_NOT_RECEIVED,1,0,1,0,1,1,0,1,0,0,5,41.1,37.3,36.7,55.0,0
CASE208960,86.71,771,1,2,14,TRANSACTION_NOT_RECOGNIZED,0,0,0,1,1,0,1,0,0,0,3,34.7,31.5,27.0,71.7,0
CASE208961,48.42,1428,0,0,30,PRODUCT_NOT_AS_DESCRIBED,0,1,0,1,1,1,1,1,1,0,7,67.4,98.2,25.3,51.0,0
CASE208962,92.62,519,0,0,10,FRAUDULENT_TRANSACTION,1,1,0,1,1,1,1,1,1,0,8,80.1,91.1,46.0,75.9,1
CASE208963,14.82,1540,1,0,22,DUPLICATE_TRANSACTION,0,1,0,1,0,0,1,1,1,1,6,58.0,68.1,54.3,64.8,0
CASE208964,28.77,1079,0,0,13,TRANSACTION_NOT_RECOGNIZED,1,1,0,1,1,1,0,1,1,1,8,76.8,69.9,92.3,81.6,1
CASE208965,77.63,996,0,0,19,TRANSACTION_NOT_RECOGNIZED,1,1,1,0,0,1,1,1,1,1,8,80.2,94.8,24.6,58.7,0
CASE208966,33.79,1102,0,2,21,FRAUDULENT_TRANSACTION,1,0,0,1,1,1,1,1,0,0,6,65.5,71.9,76.2,82.8,1
CASE208967,58.78,1050,1,1,14,TRANSACTION_NOT_RECOGNIZED,1,1,0,0,1,1,1,1,0,1,7,78.9,71.4,38.6,64.2,1
CASE208968,31.71,837,4,0,18,PRODUCT_NOT_RECEIVED,0,0,0,1,1,1,0,1,1,1,6,58.7,68.6,45.7,73.9,0
CASE208969,27.34,307,3,0,4,PRODUCT_NOT_RECEIVED,1,1,1,0,1,0,1,0,1,1,7,66.8,31.6,41.1,62.4,0
CASE208970,82.36,248,0,0,3,DUPLICATE_TRANSACTION,1,1,1,1,1,1,1,1,1,1,10,96.0,94.5,94.1,85.9,0
CASE208971,51.9,95,1,2,4,PRODUCT_NOT_RECEIVED,0,0,0,1,0,1,1,1,1,1,6,59.1,93.7,44.5,58.0,0
CASE208972,120.85,513,0,1,11,PRODUCT_NOT_AS_DESCRIBED,1,1,1,1,1,1,1,1,1,1,10,100.0,100.0,25.0,84.7,1
CASE208973,36.77,1132,0,1,30,TRANSACTION_NOT_RECOGNIZED,1,1,0,0,1,1,1,1,1,0,7,64.8,100.0,104.3,61.9,0
CASE208974,18.4,653,0,1,11,DUPLICATE_TRANSACTION,1,1,1,1,1,1,0,1,1,1,9,86.4,67.9,33.3,57.8,0
CASE208975,49.41,830,2,0,12,REFUND_NOT_RECEIVED,1,0,1,0,0,0,1,0,1,1,5,50.6,46.6,37.5,60.1,1
CASE208976,28.67,425,2,1,6,PRODUCT_NOT_RECEIVED,1,1,1,0,0,1,0,0,0,0,4,42.9,40.2,18.6,63.3,0
CASE208977,54.11,261,1,0,8,FRAUDULENT_TRANSACTION,1,1,0,0,1,1,1,1,0,0,6,62.9,72.3,30.2,65.9,1
CASE208978,47.4,578,0,4,11,PRODUCT_NOT_AS_DESCRIBED,1,1,0,0,1,1,1,1,1,0,7,73.6,90.8,54.4,72.4,0
CASE208979,67.73,136,1,0,5,PRODUCT_NOT_RECEIVED,1,1,1,1,0,1,1,1,0,1,8,83.5,73.9,45.2,87.1,1
CASE208980,72.06,53,0,2,4,FRAUDULENT_TRANSACTION,1,1,1,1,1,1,0,1,1,1,9,99.5,73.9,80.1,69.9,0
CASE208981,70.39,1403,0,0,25,FRAUDULENT_TRANSACTION,1,1,1,0,0,1,0,1,1,0,6,62.4,80.0,41.5,56.9,0
CASE208982,55.57,478,3,0,9,REFUND_NOT_RECEIVED,0,0,0,0,0,0,1,0,1,1,3,44.4,59.9,58.4,36.2,1
CASE208983,25.8,1045,2,0,14,PRODUCT_NOT_RECEIVED,1,1,1,1,1,1,0,1,0,1,8,84.9,39.6,164.0,77.2,0
CASE208984,79.98,1546,0,0,30,REFUND_NOT_RECEIVED,1,1,1,1,0,1,1,1,1,0,8,84.6,100.0,37.6,66.8,1
CASE208985,41.21,513,4,2,9,PRODUCT_NOT_RECEIVED,1,1,0,1,1,1,1,0,0,1,7,60.6,58.0,63.0,56.9,0
CASE208986,52.92,730,2,1,16,PRODUCT_NOT_RECEIVED,1,0,1,1,1,1,1,0,1,1,8,66.3,70.9,16.1,75.2,1
CASE208987,77.2,366,0,4,8,FRAUDULENT_TRANSACTION,1,1,0,0,1,1,1,1,0,1,7,68.2,72.5,21.4,67.5,0
CASE208988,311.63,1357,0,0,26,DUPLICATE_TRANSACTION,1,1,0,0,1,1,1,1,1,1,8,87.4,100.0,20.5,74.5,1
CASE208989,45.69,301,0,0,3,PRODUCT_NOT_RECEIVED,1,1,1,0,0,1,1,0,0,1,6,59.3,38.0,52.0,69.8,0
CASE208990,51.53,977,0,0,24,PRODUCT_NOT_RECEIVED,0,1,1,1,1,1,1,1,0,0,7,65.9,78.6,39.5,52.0,1
CASE208991,25.23,1686,0,1,33,PRODUCT_NOT_AS_DESCRIBED,1,1,0,1,0,0,1,1,1,0,6,57.8,64.9,44.0,74.1,0
CASE208992,46.05,618,0,0,13,FRAUDULENT_TRANSACTION,1,1,1,1,1,1,0,0,0,1,7,68.3,30.2,11.0,79.9,0
CASE208993,25.98,1026,1,2,11,PRODUCT_NOT_RECEIVED,1,1,1,1,0,0,1,1,1,0,7,76.9,89.5,48.1,66.4,1
CASE208994,55.27,357,2,2,7,PRODUCT_NOT_RECEIVED,0,1,1,1,0,1,0,1,0,0,5,58.5,56.0,51.8,61.0,1
CASE208995,40.43,605,0,1,5,DUPLICATE_TRANSACTION,1,1,1,1,1,0,1,1,0,1,8,71.7,45.1,23.5,72.6,1
CASE208996,63.69,56,0,0,1,PRODUCT_NOT_RECEIVED,0,0,1,0,0,0,1,0,0,0,2,9.4,11.0,28.2,53.0,0
CASE208997,59.51,1596,1,2,25,DUPLICATE_TRANSACTION,1,1,0,1,0,1,1,0,1,0,6,55.6,73.7,34.7,64.6,1
CASE208998,41.53,455,0,1,7,PRODUCT_NOT_AS_DESCRIBED,0,1,1,0,1,0,0,0,1,0,4,43.3,14.6,18.0,64.7,1
CASE208999,36.33,428,1,2,18,PRODUCT_NOT_AS_DESCRIBED,1,1,0,1,1,1,1,1,1,1,9,85.6,94.9,45.3,64.8,0
CASE209000,59.22,1450,2,2,25,DUPLICATE_TRANSACTION,1,1,0,1,1,1,1,1,0,1,8,74.4,73.3,80.0,82.7,1
CASE209001,195.14,701,1,1,14,PRODUCT_NOT_RECEIVED,0,1,1,1,1,1,0,0,0,1,6,56.4,31.1,12.0,64.4,0
CASE209002,249.88,2066,0,0,32,REFUND_NOT_RECEIVED,1,1,0,1,1,0,1,0,1,0,6,73.4,58.7,103.9,67.1,1
CASE209003,40.56,477,0,1,4,FRAUDULENT_TRANSACTION,1,1,1,1,0,1,0,0,0,1,6,70.1,31.9,36.8,50.2,0
CASE209004,48.4,688,1,2,19,PRODUCT_NOT_AS_DESCRIBED,0,0,1,1,0,1,1,1,0,0,5,36.7,74.3,152.5,66.8,0
CASE209005,24.71,1305,0,1,34,TRANSACTION_NOT_RECOGNIZED,1,0,0,1,1,1,1,1,0,0,6,56.7,72.5,61.3,80.9,1
CASE209006,65.11,160,1,0,5,FRAUDULENT_TRANSACTION,0,1,1,1,1,0,1,1,0,0,6,59.2,45.4,25.3,69.4,1
CASE209007,18.82,1423,0,1,25,REFUND_NOT_RECEIVED,1,1,1,1,1,1,1,0,0,1,8,83.5,54.6,40.9,81.4,1
CASE209008,34.74,143,2,0,3,PRODUCT_NOT_AS_DESCRIBED,0,1,1,0,1,0,1,0,1,0,5,41.5,58.1,70.4,66.0,0
CASE209009,52.87,197,0,0,6,DUPLICATE_TRANSACTION,1,1,1,0,1,0,0,1,1,0,6,57.1,54.2,25.0,69.2,1
CASE209010,10.65,175,0,1,5,PRODUCT_NOT_RECEIVED,1,1,0,1,1,1,1,1,0,1,8,65.6,76.4,59.5,63.1,1
CASE209011,36.78,1840,1,0,31,FRAUDULENT_TRANSACTION,1,1,1,1,1,0,1,1,1,0,8,78.9,70.9,25.9,67.6,0
CASE209012,12.1,163,1,0,5,DUPLICATE_TRANSACTION,0,0,0,0,0,0,1,1,0,1,3,31.3,42.7,24.1,45.4,1
CASE209013,15.27,19,1,1,1,PRODUCT_NOT_RECEIVED,0,1,0,1,0,0,0,1,0,1,4,39.8,8.7,129.0,48.2,0
CASE209014,92.6,778,0,1,15,PRODUCT_NOT_RECEIVED,1,1,0,0,0,1,1,0,0,1,5,45.1,53.3,27.5,47.9,0
CASE209015,23.23,837,3,1,20,TRANSACTION_NOT_RECOGNIZED,1,1,1,0,0,0,1,1,0,1,6,66.9,48.1,18.0,85.8,0
CASE209016,34.78,426,0,0,7,PRODUCT_NOT_RECEIVED,1,1,1,1,1,1,1,1,1,0,9,100.0,100.0,51.6,73.5,0
CASE209017,108.71,587,1,0,11,FRAUDULENT_TRANSACTION,1,1,1,0,1,0,0,1,0,1,6,61.3,24.1,31.8,77.1,0
CASE209018,98.35,601,1,1,7,TRANSACTION_NOT_RECOGNIZED,1,1,0,1,1,1,1,1,1,0,8,82.7,100.0,89.0,78.9,0
CASE209019,83.88,923,0,1,14,REFUND_NOT_RECEIVED,1,1,1,1,1,1,0,1,1,1,9,95.2,83.9,120.3,68.6,1
CASE209020,88.94,803,1,2,10,TRANSACTION_NOT_RECOGNIZED,1,0,1,1,1,1,0,1,1,1,8,86.5,63.9,74.0,62.8,1
CASE209021,37.55,286,0,2,4,FRAUDULENT_TRANSACTION,1,0,0,1,1,0,0,1,0,0,4,41.0,19.0,81.2,67.2,1
CASE209022,66.36,630,1,1,13,FRAUDULENT_TRANSACTION,1,0,0,0,0,1,0,1,1,1,5,48.4,80.8,37.7,48.6,0
CASE209023,35.35,629,0,2,4,PRODUCT_NOT_RECEIVED,1,1,1,1,0,0,1,1,1,0,7,70.2,67.4,24.6,55.6,0
CASE209024,26.68,476,0,0,4,PRODUCT_NOT_AS_DESCRIBED,1,1,1,0,0,1,0,0,1,0,5,61.6,42.5,59.1,84.5,1
CASE209025,16.77,1312,0,1,20,FRAUDULENT_TRANSACTION,1,1,0,0,1,0,1,0,0,1,5,47.2,20.6,43.3,76.9,0
CASE209026,68.49,496,0,2,7,TRANSACTION_NOT_RECOGNIZED,1,0,0,1,1,1,1,0,0,1,6,69.8,47.2,27.0,83.2,1
CASE209027,27.46,627,3,3,12,TRANSACTION_NOT_RECOGNIZED,0,1,0,0,1,0,1,0,1,1,5,53.3,35.6,40.5,66.6,0
CASE209028,18.84,1073,1,3,19,TRANSACTION_NOT_RECOGNIZED,1,0,0,1,0,1,1,1,1,0,6,57.8,100.0,21.4,74.5,0
CASE209029,73.4,2287,1,2,39,PRODUCT_NOT_RECEIVED,1,1,0,1,1,1,0,0,0,0,5,57.1,20.5,67.8,52.7,1
CASE209030,69.87,515,1,2,10,REFUND_NOT_RECEIVED,1,1,1,1,1,0,0,1,1,1,8,70.5,58.8,15.5,62.6,0
CASE209031,46.94,379,1,3,5,FRAUDULENT_TRANSACTION,1,1,0,1,1,1,1,0,0,0,6,60.7,42.0,61.7,53.2,1
CASE209032,18.61,388,1,5,7,PRODUCT_NOT_AS_DESCRIBED,1,1,1,1,0,1,1,1,1,1,9,91.8,94.2,56.6,86.0,1
CASE209033,21.77,1271,1,2,23,FRAUDULENT_TRANSACTION,1,1,1,0,1,1,1,1,1,1,9,90.6,100.0,50.8,61.7,0
CASE209034,24.89,437,0,3,8,REFUND_NOT_RECEIVED,0,1,1,0,1,1,1,0,0,1,6,71.4,29.2,31.6,70.9,0
CASE209035,11.41,188,1,1,5,REFUND_NOT_RECEIVED,1,0,1,1,0,1,0,0,1,0,5,45.3,48.6,14.2,62.9,0
CASE209036,89.2,1369,1,4,27,FRAUDULENT_TRANSACTION,0,1,1,1,1,0,1,1,1,1,8,83.7,64.5,63.6,78.6,1
CASE209037,61.69,1391,2,1,19,PRODUCT_NOT_RECEIVED,1,1,1,1,1,1,0,1,1,1,9,83.5,79.8,48.5,76.4,0
CASE209038,22.45,914,0,2,16,PRODUCT_NOT_AS_DESCRIBED,1,1,0,1,1,1,1,1,0,1,8,86.6,79.4,221.8,63.4,0
CASE209039,66.59,809,2,2,13,PRODUCT_NOT_RECEIVED,1,1,1,1,1,1,0,1,0,0,7,77.9,49.6,16.3,60.7,1
CASE209040,15.21,663,0,2,13,PRODUCT_NOT_AS_DESCRIBED,1,1,0,0,0,1,0,0,0,1,4,44.1,36.4,107.8,64.5,0
CASE209041,84.08,961,0,0,15,PRODUCT_NOT_AS_DESCRIBED,1,0,1,1,1,1,1,0,1,1,8,83.2,72.9,60.9,60.8,0
CASE209042,22.64,1403,2,1,27,PRODUCT_NOT_AS_DESCRIBED,1,0,0,1,1,1,1,0,1,1,7,65.8,84.9,11.5,64.0,1
CASE209043,37.4,794,1,3,10,PRODUCT_NOT_RECEIVED,1,1,0,1,0,1,1,1,1,1,8,76.0,100.0,77.5,68.5,0
CASE209044,28.87,1149,0,3,23,PRODUCT_NOT_AS_DESCRIBED,0,1,1,1,0,1,1,0,1,1,7,64.0,74.2,96.6,76.7,1
CASE209045,32.77,570,0,1,17,REFUND_NOT_RECEIVED,0,1,1,0,1,1,0,0,1,0,5,48.4,46.5,14.9,76.6,1
CASE209046,50.39,240,1,0,2,REFUND_NOT_RECEIVED,1,1,1,1,1,1,1,1,1,1,10,96.6,100.0,8.6,75.1,1
CASE209047,48.29,787,1,1,14,TRANSACTION_NOT_RECOGNIZED,0,1,0,1,0,0,1,1,0,1,5,41.6,52.5,92.0,56.9,1
CASE209048,61.02,1524,2,2,27,PRODUCT_NOT_AS_DESCRIBED,1,1,1,0,1,1,1,0,0,0,6,57.6,35.7,60.1,61.2,1
CASE209049,70.45,984,0,0,12,FRAUDULENT_TRANSACTION,1,1,0,1,1,1,1,1,1,0,8,82.7,99.0,72.4,83.7,1
CASE209050,108.28,117,1,5,5,PRODUCT_NOT_AS_DESCRIBED,0,1,0,1,1,1,1,0,1,0,6,59.0,74.2,115.0,51.3,0
CASE209051,68.32,688,0,1,10,TRANSACTION_NOT_RECOGNIZED,1,0,1,0,1,1,0,1,1,1,7,74.9,59.9,51.9,77.0,1
CASE209052,90.37,733,1,3,16,TRANSACTION_NOT_RECOGNIZED,1,0,1,0,0,1,1,1,1,1,7,78.5,100.0,52.6,69.5,0
CASE209053,72.6,323,2,2,6,FRAUDULENT_TRANSACTION,1,1,0,0,0,1,1,1,1,1,7,69.1,85.5,50.9,70.1,1
CASE209054,36.3,691,1,2,12,PRODUCT_NOT_AS_DESCRIBED,1,1,0,1,1,0,1,0,1,1,7,74.0,52.2,32.7,82.1,0
CASE209055,56.21,777,2,3,11,FRAUDULENT_TRANSACTION,1,1,1,1,0,1,0,1,1,1,8,80.8,78.4,49.9,77.0,0
CASE209056,30.94,969,2,2,13,PRODUCT_NOT_RECEIVED,1,0,1,0,1,1,1,1,0,1,7,72.4,91.2,46.6,80.3,1
CASE209057,37.56,216,0,1,3,PRODUCT_NOT_RECEIVED,1,1,1,0,0,1,1,1,1,0,7,67.3,88.9,77.9,54.9,1
CASE209058,27.32,251,0,0,2,FRAUDULENT_TRANSACTION,1,0,0,1,1,1,1,1,1,1,8,80.9,100.0,84.9,53.4,0
CASE209059,26.42,2704,1,0,42,TRANSACTION_NOT_RECOGNIZED,1,1,0,1,1,1,1,1,1,1,9,79.9,100.0,22.7,61.1,1
CASE209060,24.66,603,2,0,10,PRODUCT_NOT_AS_DESCRIBED,1,1,0,0,1,1,1,1,0,1,7,67.0,82.5,34.6,89.6,0
CASE209061,19.77,937,0,1,14,FRAUDULENT_TRANSACTION,1,1,1,1,0,1,1,1,0,0,7,68.3,82.0,22.2,79.4,1
CASE209062,109.13,886,0,0,16,FRAUDULENT_TRANSACTION,1,1,1,1,1,1,1,1,0,1,9,95.6,87.8,62.4,94.3,1
CASE209063,29.88,1291,2,2,20,PRODUCT_NOT_AS_DESCRIBED,1,1,0,1,0,0,0,1,0,1,5,37.1,16.7,82.2,67.7,0
CASE209064,122.69,430,2,2,8,PRODUCT_NOT_AS_DESCRIBED,1,1,1,1,1,0,0,1,1,1,8,79.9,59.9,24.8,75.3,1
CASE209065,68.69,1985,0,1,35,PRODUCT_NOT_AS_DESCRIBED,1,1,1,1,1,1,0,0,1,0,7,62.5,51.1,55.2,59.4,0
CASE209066,37.8,2180,0,1,36,TRANSACTION_NOT_RECOGNIZED,1,1,1,0,1,1,0,1,1,0,7,73.8,75.3,75.3,46.6,1
CASE209067,102.43,709,0,2,9,REFUND_NOT_RECEIVED,1,1,1,1,1,0,1,1,1,0,8,76.7,76.4,8.8,68.6,1
CASE209068,37.93,1391,0,0,17,FRAUDULENT_TRANSACTION,1,0,0,0,1,1,1,1,0,1,6,47.8,72.7,24.9,57.3,0
CASE209069,68.68,426,3,2,7,PRODUCT_NOT_AS_DESCRIBED,0,1,1,0,0,1,1,1,1,1,7,77.6,100.0,46.7,76.4,1
CASE209070,117.08,628,1,2,16,PRODUCT_NOT_RECEIVED,1,0,1,1,0,0,1,0,1,1,6,50.5,54.1,49.6,47.5,0
CASE209071,26.0,848,0,1,21,PRODUCT_NOT_RECEIVED,1,1,0,1,1,0,1,1,1,1,8,81.3,72.1,60.1,88.0,1
CASE209072,22.52,1046,1,0,21,REFUND_NOT_RECEIVED,0,1,1,0,0,1,0,1,1,1,6,51.3,88.5,32.4,56.6,0
CASE209073,68.25,316,2,1,3,PRODUCT_NOT_AS_DESCRIBED,1,1,1,0,0,1,1,0,0,1,6,58.8,41.3,76.8,66.7,0
CASE209074,59.83,1095,1,1,24,PRODUCT_NOT_AS_DESCRIBED,1,0,1,0,0,0,1,0,1,0,4,46.0,47.8,33.8,46.7,0
CASE209075,33.26,579,1,1,10,PRODUCT_NOT_RECEIVED,0,1,1,1,1,0,0,0,1,0,5,43.3,26.9,40.0,55.6,0
CASE209076,101.47,346,0,1,8,PRODUCT_NOT_RECEIVED,1,1,1,0,0,1,1,0,0,1,6,55.7,49.0,39.2,71.2,1
CASE209077,96.09,580,0,1,17,FRAUDULENT_TRANSACTION,1,1,1,1,1,1,1,1,0,1,9,90.3,92.1,18.0,95.8,1
CASE209078,31.24,687,0,2,15,PRODUCT_NOT_RECEIVED,0,1,0,1,0,0,0,1,0,1,4,29.9,14.3,62.1,72.7,0
CASE209079,29.15,374,1,0,10,PRODUCT_NOT_AS_DESCRIBED,1,1,1,0,0,0,1,1,1,0,6,59.2,84.6,25.1,67.8,0
CASE209080,51.29,720,0,1,13,FRAUDULENT_TRANSACTION,1,1,1,1,1,1,1,1,1,0,9,94.6,100.0,72.5,81.5,1
CASE209081,45.77,1367,2,0,21,FRAUDULENT_TRANSACTION,1,1,1,1,1,1,1,1,0,1,9,90.3,74.6,50.5,81.4,0
CASE209082,89.94,915,0,1,9,DUPLICATE_TRANSACTION,1,1,1,1,1,1,0,0,1,1,8,79.8,45.9,76.2,81.8,1
CASE209083,117.7,922,1,1,14,PRODUCT_NOT_RECEIVED,0,1,0,0,1,0,1,1,1,1,6,53.8,87.6,25.9,62.5,1
CASE209084,115.0,465,3,0,8,PRODUCT_NOT_RECEIVED,0,0,1,0,1,0,1,1,1,0,5,48.0,81.4,49.4,51.9,0
CASE209085,28.18,368,0,0,4,FRAUDULENT_TRANSACTION,1,1,0,1,1,1,0,1,1,1,8,75.1,76.4,67.5,72.3,1
CASE209086,46.06,873,1,5,19,PRODUCT_NOT_RECEIVED,1,1,0,1,1,1,1,1,1,1,9,85.1,100.0,126.2,85.5,0
CASE209087,27.44,473,1,3,9,TRANSACTION_NOT_RECOGNIZED,1,1,1,1,1,1,1,0,1,1,9,86.3,69.1,8.6,80.0,0
CASE209088,27.83,209,0,0,1,PRODUCT_NOT_AS_DESCRIBED,1,1,1,0,0,0,0,0,1,0,4,37.6,21.5,55.2,70.7,1
CASE209089,30.12,38,1,0,3,TRANSACTION_NOT_RECOGNIZED,1,1,1,0,0,0,1,0,0,1,5,47.2,32.0,123.6,48.0,0
CASE209090,86.6,1144,2,2,17,PRODUCT_NOT_AS_DESCRIBED,1,1,0,1,1,1,1,1,1,1,9,86.5,100.0,14.4,86.1,1
CASE209091,33.4,914,0,1,18,PRODUCT_NOT_RECEIVED,1,1,0,0,0,0,0,0,0,0,2,28.7,0.0,53.6,47.1,0
CASE209092,88.17,270,1,1,5,PRODUCT_NOT_AS_DESCRIBED,1,1,1,1,1,1,1,1,1,0,9,99.8,99.3,18.3,91.2,1
CASE209093,57.51,1197,0,0,22,REFUND_NOT_RECEIVED,0,0,1,1,0,1,1,1,0,0,5,53.5,68.1,79.4,32.8,0
CASE209094,97.78,1190,0,0,21,REFUND_NOT_RECEIVED,1,0,1,1,1,1,1,1,0,0,7,75.8,71.5,31.5,47.6,1
CASE209095,25.39,227,0,0,7,PRODUCT_NOT_RECEIVED,1,1,0,1,1,0,1,0,1,1,7,76.2,56.3,41.5,59.8,1
CASE209096,70.96,788,0,0,8,FRAUDULENT_TRANSACTION,0,1,1,1,0,1,0,1,1,1,7,72.3,85.9,55.9,53.2,0
CASE209097,51.56,261,1,2,10,DUPLICATE_TRANSACTION,1,1,1,0,0,1,1,1,1,1,8,89.7,100.0,25.4,72.9,1
CASE209098,48.65,1240,0,1,28,PRODUCT_NOT_AS_DESCRIBED,0,1,1,0,1,1,1,1,1,1,8,87.4,100.0,48.9,93.1,1
CASE209099,45.18,2251,2,2,43,PRODUCT_NOT_AS_DESCRIBED,1,1,0,1,1,1,1,1,1,1,9,99.4,89.4,35.7,64.8,0
CASE209100,46.54,1086,1,1,18,DUPLICATE_TRANSACTION,0,1,1,1,1,1,0,0,1,0,6,64.4,56.1,61.6,90.3,1
CASE209101,132.86,611,0,3,12,FRAUDULENT_TRANSACTION,1,1,0,0,1,1,1,1,0,1,7,75.7,79.4,18.0,59.2,1
CASE209102,35.87,248,1,0,5,REFUND_NOT_RECEIVED,0,1,1,1,1,1,1,1,1,1,9,96.5,96.7,58.1,64.6,1
CASE209103,56.91,1297,0,1,26,PRODUCT_NOT_RECEIVED,1,1,1,0,1,0,0,1,0,1,6,56.4,21.5,25.9,89.8,1
CASE209104,39.17,698,2,1,20,PRODUCT_NOT_AS_DESCRIBED,0,0,1,1,1,1,1,1,1,1,8,81.9,96.2,33.7,61.9,0
CASE209105,27.56,1798,1,1,41,PRODUCT_NOT_RECEIVED,0,1,1,1,0,1,1,1,1,0,7,68.8,100.0,34.3,67.4,1
CASE209106,36.18,1233,1,1,25,TRANSACTION_NOT_RECOGNIZED,1,1,1,1,1,1,1,1,1,1,10,100.0,100.0,30.8,84.8,1
CASE209107,95.05,419,0,1,9,TRANSACTION_NOT_RECOGNIZED,1,1,0,1,1,1,1,1,1,1,9,90.4,100.0,43.4,95.7,1
CASE209108,8.19,1098,1,1,23,REFUND_NOT_RECEIVED,1,1,0,1,1,1,0,1,1,1,8,80.2,70.3,66.9,73.6,1
CASE209109,185.97,359,0,2,10,DUPLICATE_TRANSACTION,0,1,1,1,1,1,1,1,1,1,9,91.3,100.0,100.9,73.1,1
CASE209110,34.21,1708,2,1,22,FRAUDULENT_TRANSACTION,0,0,1,0,0,0,1,1,0,1,4,41.4,42.4,27.1,57.0,0
CASE209111,180.8,606,0,0,23,REFUND_NOT_RECEIVED,1,1,1,1,1,1,1,1,1,1,10,100.0,90.5,80.7,93.1,1
CASE209112,63.54,449,0,2,7,REFUND_NOT_RECEIVED,1,0,1,1,0,1,1,1,0,0,6,65.9,80.7,84.1,63.8,0
CASE209113,68.25,516,0,1,7,FRAUDULENT_TRANSACTION,1,1,1,1,0,0,1,0,0,1,6,59.0,22.4,34.8,80.7,0
CASE209114,24.66,1230,0,2,30,PRODUCT_NOT_AS_DESCRIBED,1,1,1,1,0,0,1,0,1,0,6,65.9,50.6,63.6,62.4,0
CASE209115,27.04,484,1,1,12,FRAUDULENT_TRANSACTION,1,0,1,1,1,1,1,1,0,0,7,71.4,86.2,37.8,63.7,0
CASE209116,18.65,156,1,0,4,PRODUCT_NOT_AS_DESCRIBED,1,1,1,1,0,1,0,0,1,1,7,59.4,58.8,18.4,71.0,1
CASE209117,118.83,1131,2,1,19,PRODUCT_NOT_RECEIVED,0,0,1,0,1,1,1,1,1,0,6,60.1,93.3,49.4,60.6,1
CASE209118,62.23,1353,1,0,27,DUPLICATE_TRANSACTION,1,1,0,0,0,1,1,1,1,1,7,70.6,85.4,76.8,64.3,0
CASE209119,39.21,866,2,0,16,FRAUDULENT_TRANSACTION,1,1,0,1,1,0,1,1,1,1,8,76.5,83.8,19.6,64.3,0
CASE209120,28.36,827,1,1,12,PRODUCT_NOT_RECEIVED,1,1,1,0,1,1,1,1,1,0,8,85.1,100.0,30.7,83.4,1
CASE209121,157.54,588,1,3,10,REFUND_NOT_RECEIVED,1,1,1,0,0,1,1,1,1,1,8,75.4,100.0,45.1,71.0,1
CASE209122,33.7,1065,2,1,26,PRODUCT_NOT_RECEIVED,0,0,1,1,0,1,0,1,0,0,4,31.2,63.8,29.9,58.0,1
CASE209123,65.08,512,0,2,8,TRANSACTION_NOT_RECOGNIZED,0,1,0,1,1,1,1,1,0,1,7,76.5,76.2,66.9,54.4,0
CASE209124,59.09,405,1,1,4,PRODUCT_NOT_AS_DESCRIBED,1,0,1,1,0,1,0,1,1,1,7,66.0,71.6,40.0,78.4,0
CASE209125,35.62,664,0,2,10,DUPLICATE_TRANSACTION,1,1,1,1,0,0,0,0,1,1,6,62.8,29.0,32.1,75.8,1
CASE209126,23.74,1251,1,3,30,PRODUCT_NOT_RECEIVED,0,1,1,1,1,1,0,1,1,0,7,74.0,66.0,34.4,57.4,0
CASE209127,44.21,1076,1,1,13,TRANSACTION_NOT_RECOGNIZED,1,0,0,1,0,0,0,0,1,1,4,40.3,20.7,59.8,44.4,1
CASE209128,58.93,1582,2,1,26,DUPLICATE_TRANSACTION,1,0,0,1,1,0,0,1,1,1,6,49.8,50.4,47.8,39.1,0
CASE209129,75.05,649,1,3,8,DUPLICATE_TRANSACTION,1,1,1,0,1,1,1,0,1,1,8,86.4,73.1,30.4,67.9,1
CASE209130,61.8,183,0,2,4,REFUND_NOT_RECEIVED,1,1,1,1,0,1,0,1,1,1,8,82.7,71.8,31.0,83.2,0
CASE209131,59.07,589,0,1,15,REFUND_NOT_RECEIVED,1,1,0,0,1,1,0,1,1,0,6,50.2,69.1,32.9,79.1,1
CASE209132,23.55,1066,2,0,19,PRODUCT_NOT_RECEIVED,1,1,1,0,1,1,1,0,1,0,7,71.1,73.6,31.0,81.1,1
CASE209133,108.46,768,1,1,11,FRAUDULENT_TRANSACTION,0,1,0,1,1,1,1,1,1,1,8,82.7,94.0,20.8,66.1,0
CASE209134,174.31,468,0,0,8,PRODUCT_NOT_AS_DESCRIBED,1,1,1,1,1,1,1,1,0,1,9,84.4,74.6,38.5,75.8,0
CASE209135,24.83,89,1,1,2,DUPLICATE_TRANSACTION,0,0,0,0,0,0,1,1,0,1,3,20.1,48.6,86.7,67.8,0
CASE209136,131.08,553,1,1,7,PRODUCT_NOT_RECEIVED,1,0,1,1,0,0,1,1,1,1,7,64.0,74.3,89.5,76.3,0
