customer_id,account_age_days,total_orders,successful_orders,cancelled_orders,previous_returns,previous_refunds,previous_chargebacks,customer_chargeback_rate,customer_return_rate,average_order_value,transaction_id,transaction_amount,payment_method,transaction_hour,is_international,orders_last_24h,amount_vs_customer_avg,device_age_days,multiple_accounts_same_device,ip_country_match,billing_shipping_match,login_after_purchase,product_shipped,delivery_confirmed,otp_verified,tracking_available,chargeback_occurred
CUST114661,664,13,11,2,1,0,0,0.0,0.0769,43.41,TXN1032076,37.56,credit_card,17,0,0,0.865,242,0,0,1,0,1,1,1,0,0
CUST117569,383,9,9,0,1,0,0,0.0,0.1111,44.15,TXN1032077,40.96,credit_card,19,1,0,0.928,371,0,0,1,0,1,1,1,1,1
CUST121038,785,15,12,3,1,0,0,0.0,0.0667,45.42,TXN1032078,19.61,credit_card,14,0,2,0.432,800,0,1,1,0,1,1,0,0,0
CUST107877,375,8,8,0,1,1,1,0.125,0.125,92.41,TXN1032079,94.28,credit_card,9,1,0,1.02,277,0,1,0,1,1,0,1,1,1
CUST107051,104,4,4,0,1,1,0,0.0,0.25,42.69,TXN1032080,51.48,wallet,11,0,0,1.206,595,0,1,1,0,1,1,0,1,0
CUST114866,486,7,7,0,0,0,0,0.0,0.0,112.0,TXN1032081,83.31,paypal,8,0,0,0.744,1737,1,1,1,0,0,0,0,0,1
CUST117495,440,9,9,0,0,0,1,0.1111,0.0,52.74,TXN1032082,61.86,wallet,22,0,0,1.173,398,1,1,1,0,1,1,1,0,1
CUST113685,2516,32,30,2,2,2,0,0.0,0.0625,49.96,TXN1032083,53.87,credit_card,16,0,0,1.078,631,1,1,1,0,1,1,0,1,0
CUST123266,1324,16,16,0,0,0,0,0.0,0.0,29.68,TXN1032084,20.62,credit_card,5,0,0,0.695,171,0,1,1,0,1,1,1,1,0
CUST118548,1018,10,10,0,0,0,0,0.0,0.0,53.58,TXN1032085,53.01,bank_transfer,15,0,0,0.989,534,0,1,1,1,1,1,0,1,0
CUST131127,575,7,6,1,0,0,2,0.2857,0.0,64.24,TXN1032086,158.04,wallet,10,0,3,2.46,755,0,1,0,0,1,0,1,1,1
CUST111666,1219,15,15,0,2,2,0,0.0,0.1333,76.7,TXN1032087,105.52,credit_card,17,0,0,1.376,373,0,1,1,0,1,1,1,1,0
CUST113111,861,8,8,0,0,0,0,0.0,0.0,21.49,TXN1032088,30.54,bank_transfer,16,1,0,1.421,191,0,0,0,0,0,0,1,0,1
CUST128148,1295,18,18,0,0,0,0,0.0,0.0,43.85,TXN1032089,49.33,debit_card,21,0,0,1.125,770,0,1,1,0,1,1,0,1,0
CUST114832,376,8,7,1,1,1,0,0.0,0.125,35.19,TXN1032090,31.16,credit_card,13,0,0,0.885,301,0,1,1,0,1,1,1,1,1
CUST128469,258,8,8,0,1,0,0,0.0,0.125,62.09,TXN1032091,61.58,wallet,3,0,0,0.992,268,0,1,1,0,1,1,0,1,1
CUST118785,1273,26,25,1,1,1,1,0.0385,0.0385,32.6,TXN1032092,23.81,credit_card,13,0,0,0.73,160,0,1,1,1,1,1,0,1,1
CUST119620,1301,20,20,0,0,0,0,0.0,0.0,47.4,TXN1032093,75.37,debit_card,8,0,1,1.59,573,0,1,1,0,1,1,1,1,0
CUST129783,1279,21,18,3,0,0,0,0.0,0.0,42.96,TXN1032094,35.07,credit_card,13,0,0,0.816,383,0,1,1,0,1,0,1,1,0
CUST113705,269,2,2,0,0,0,0,0.0,0.0,55.98,TXN1032095,101.51,debit_card,8,0,2,1.813,404,0,0,0,0,1,1,1,1,1
CUST129464,1405,25,23,2,2,2,3,0.12,0.08,52.99,TXN1032096,26.96,debit_card,12,0,0,0.509,36,1,1,1,0,1,0,1,1,1
CUST129185,1037,14,12,2,2,0,0,0.0,0.1429,159.86,TXN1032097,162.32,credit_card,19,0,0,1.015,237,0,1,1,0,1,1,0,0,0
CUST128673,850,9,9,0,0,0,0,0.0,0.0,72.53,TXN1032098,76.38,debit_card,20,0,0,1.053,154,0,1,1,0,1,1,1,0,0
CUST100451,529,12,12,0,0,0,0,0.0,0.0,69.24,TXN1032099,40.96,debit_card,20,1,0,0.592,312,0,1,1,0,1,0,0,0,1
CUST102988,174,3,3,0,3,2,0,0.0,1.0,18.27,TXN1032100,12.98,credit_card,13,0,1,0.71,339,0,1,0,0,1,1,1,0,1
CUST101501,1661,32,32,0,4,1,0,0.0,0.125,34.78,TXN1032101,47.85,credit_card,12,0,0,1.376,395,0,1,1,0,1,1,1,1,0
CUST131668,1853,21,21,0,3,3,0,0.0,0.1429,28.21,TXN1032102,33.58,wallet,20,0,1,1.19,1281,0,0,1,1,1,1,1,1,1
CUST103788,264,3,2,1,1,0,1,0.3333,0.3333,66.34,TXN1032103,103.54,debit_card,19,0,1,1.561,62,0,1,1,0,0,0,1,0,1
CUST113931,381,2,2,0,0,0,0,0.0,0.0,39.09,TXN1032104,40.56,credit_card,20,0,1,1.038,227,0,0,1,0,1,1,1,1,0
CUST111272,643,6,5,1,0,0,0,0.0,0.0,101.82,TXN1032105,146.32,credit_card,14,0,0,1.437,213,0,1,1,0,1,1,0,0,1
CUST101108,1351,13,12,1,1,1,0,0.0,0.0769,16.86,TXN1032106,20.04,wallet,8,0,0,1.189,729,0,1,1,0,1,1,1,0,0
CUST119042,1082,13,13,0,0,0,0,0.0,0.0,48.41,TXN1032107,64.91,debit_card,11,0,0,1.341,507,0,1,1,0,1,1,1,1,1
CUST124162,629,13,13,0,0,0,0,0.0,0.0,20.84,TXN1032108,35.49,wallet,12,0,0,1.703,428,0,1,1,0,1,1,1,1,0
CUST129795,1263,8,7,1,0,0,0,0.0,0.0,47.63,TXN1032109,63.03,debit_card,14,0,0,1.323,742,0,1,1,0,1,0,1,1,0
CUST122497,1278,18,18,0,4,2,0,0.0,0.2222,50.61,TXN1032110,151.9,debit_card,18,0,3,3.001,885,1,0,1,1,1,0,1,0,0
CUST100256,710,11,9,2,1,0,0,0.0,0.0909,15.43,TXN1032111,8.13,credit_card,18,0,0,0.527,544,0,0,1,0,1,1,1,1,0
CUST124915,335,6,5,1,0,0,0,0.0,0.0,63.08,TXN1032112,151.62,paypal,17,0,0,2.404,78,0,1,1,1,1,1,1,1,0
CUST105812,1658,25,24,1,1,1,3,0.12,0.04,56.97,TXN1032113,137.7,debit_card,10,0,0,2.417,350,0,1,1,0,1,1,1,0,0
CUST131903,1506,22,19,3,1,1,0,0.0,0.0455,46.23,TXN1032114,65.69,debit_card,21,0,1,1.421,382,0,1,1,0,1,1,1,1,1
CUST124985,750,7,7,0,0,0,0,0.0,0.0,73.04,TXN1032115,55.97,credit_card,17,0,1,0.766,434,0,1,1,1,1,1,1,1,0
CUST106185,935,12,11,1,0,0,0,0.0,0.0,47.85,TXN1032116,41.28,paypal,7,0,0,0.863,121,0,0,1,0,1,1,1,1,1
CUST117614,612,9,9,0,1,0,0,0.0,0.1111,52.26,TXN1032117,111.47,debit_card,13,1,0,2.133,539,0,1,1,0,1,1,1,1,0
CUST116937,564,4,4,0,1,0,1,0.25,0.25,26.33,TXN1032118,31.46,debit_card,6,0,0,1.195,124,0,1,1,0,1,1,0,1,1
CUST122143,630,6,6,0,1,0,1,0.1667,0.1667,85.03,TXN1032119,54.5,credit_card,18,0,0,0.641,333,0,1,1,0,1,0,1,1,0
CUST127230,1146,11,10,1,2,0,3,0.2727,0.1818,48.6,TXN1032120,88.04,wallet,14,0,2,1.812,177,0,1,1,0,0,0,1,0,1
CUST111879,1545,21,19,2,2,1,0,0.0,0.0952,44.62,TXN1032121,108.52,wallet,17,0,2,2.432,1090,0,1,1,0,1,1,0,1,1
CUST112796,754,11,11,0,1,0,0,0.0,0.0909,21.69,TXN1032122,28.44,credit_card,12,0,1,1.311,320,0,1,0,0,1,1,1,1,0
CUST100111,1521,16,15,1,0,0,0,0.0,0.0,33.7,TXN1032123,24.54,credit_card,11,0,0,0.728,381,0,1,1,0,1,1,1,1,0
CUST110834,1697,27,23,4,1,1,1,0.037,0.037,56.66,TXN1032124,59.66,debit_card,11,0,0,1.053,310,0,1,1,0,1,1,0,1,1
CUST120538,316,6,6,0,1,0,2,0.3333,0.1667,30.68,TXN1032125,45.78,wallet,14,0,0,1.492,418,0,1,0,0,1,0,1,1,1
CUST127449,1108,14,14,0,0,0,2,0.1429,0.0,73.83,TXN1032126,55.69,wallet,12,0,1,0.754,69,0,1,1,1,1,1,0,1,1
CUST120696,2434,39,37,2,3,3,2,0.0513,0.0769,41.9,TXN1032127,45.05,paypal,12,0,2,1.075,185,0,1,1,0,1,1,1,1,0
CUST130706,793,14,14,0,0,0,1,0.0714,0.0,35.27,TXN1032128,21.34,credit_card,12,1,1,0.605,354,0,1,1,0,1,0,1,1,1
CUST128437,839,18,17,1,2,1,2,0.1111,0.1111,58.87,TXN1032129,150.04,wallet,8,0,1,2.549,123,0,1,1,0,1,0,1,1,1
CUST124728,476,14,14,0,0,0,2,0.1429,0.0,41.19,TXN1032130,38.09,wallet,8,0,1,0.925,711,0,1,1,0,1,1,1,0,0
CUST117398,1325,17,16,1,3,2,3,0.1765,0.1765,54.55,TXN1032131,50.86,debit_card,17,0,1,0.932,261,1,1,1,0,1,1,0,0,1
CUST122085,409,10,10,0,0,0,0,0.0,0.0,46.79,TXN1032132,47.95,credit_card,9,0,0,1.025,545,0,1,1,1,1,1,0,1,1
CUST104809,1073,19,19,0,1,0,0,0.0,0.0526,11.57,TXN1032133,19.38,credit_card,16,0,0,1.675,171,0,1,1,0,1,1,1,1,0
CUST123311,1215,12,12,0,1,0,0,0.0,0.0833,79.47,TXN1032134,46.19,credit_card,1,0,1,0.581,324,0,1,1,0,1,1,0,1,1
CUST124042,827,9,9,0,0,0,0,0.0,0.0,29.58,TXN1032135,13.1,credit_card,17,0,0,0.443,1360,0,1,1,0,1,1,1,1,0
CUST128921,746,11,10,1,1,1,0,0.0,0.0909,42.9,TXN1032136,25.81,debit_card,18,0,1,0.602,65,0,1,1,0,1,1,1,1,1
CUST103799,120,3,3,0,0,0,0,0.0,0.0,35.83,TXN1032137,17.99,paypal,14,0,0,0.502,109,0,1,1,0,1,0,0,1,1
CUST130492,681,13,12,1,1,1,0,0.0,0.0769,26.76,TXN1032138,27.49,paypal,14,0,0,1.027,483,0,1,1,0,1,1,1,0,0
CUST102546,229,6,6,0,2,2,0,0.0,0.3333,56.96,TXN1032139,105.04,credit_card,16,0,2,1.844,486,0,1,0,1,1,1,0,0,1
CUST110978,704,9,8,1,1,0,0,0.0,0.1111,65.69,TXN1032140,31.8,paypal,13,0,1,0.484,417,0,1,1,0,1,1,1,1,1
CUST130467,975,14,14,0,0,0,1,0.0714,0.0,149.55,TXN1032141,107.19,wallet,12,0,0,0.717,260,0,1,1,0,1,1,0,1,1
CUST104290,923,13,12,1,1,0,1,0.0769,0.0769,50.95,TXN1032142,67.13,bank_transfer,17,0,0,1.318,13,0,0,1,0,1,0,0,1,1
CUST109015,626,10,10,0,2,0,0,0.0,0.2,44.27,TXN1032143,23.73,credit_card,17,0,1,0.536,913,0,1,1,0,1,1,1,0,1
CUST102392,724,8,7,1,0,0,0,0.0,0.0,32.44,TXN1032144,41.45,paypal,16,0,0,1.278,373,0,1,1,0,1,1,1,1,1
CUST128400,2614,25,24,1,2,1,2,0.08,0.08,83.76,TXN1032145,87.99,paypal,10,0,1,1.051,165,0,1,1,0,1,1,0,1,1
CUST100689,1354,16,15,1,1,1,0,0.0,0.0625,113.48,TXN1032146,148.31,debit_card,14,0,0,1.307,351,0,1,1,0,1,1,0,1,0
CUST109893,1475,15,15,0,0,0,1,0.0667,0.0,83.57,TXN1032147,65.65,paypal,15,0,1,0.786,810,0,1,1,0,1,1,0,1,1
CUST115447,1077,14,14,0,1,0,1,0.0714,0.0714,38.87,TXN1032148,30.24,paypal,13,0,1,0.778,279,0,1,0,0,1,0,1,0,1
CUST121465,1455,21,21,0,0,0,1,0.0476,0.0,66.03,TXN1032149,49.54,credit_card,19,0,0,0.75,419,0,1,1,0,1,1,1,0,0
CUST127180,2840,28,27,1,2,2,1,0.0357,0.0714,49.35,TXN1032150,76.64,credit_card,8,0,0,1.553,200,0,0,1,0,1,1,1,1,0
CUST117804,1875,26,24,2,2,2,0,0.0,0.0769,43.44,TXN1032151,32.2,debit_card,8,0,0,0.741,153,0,1,1,1,1,1,0,1,0
CUST115891,167,6,6,0,2,2,0,0.0,0.3333,50.86,TXN1032152,48.92,credit_card,14,0,1,0.962,458,0,1,1,0,1,1,1,1,1
CUST119512,1057,13,11,2,0,0,0,0.0,0.0,26.46,TXN1032153,68.99,debit_card,12,1,0,2.607,224,0,1,1,0,1,1,1,1,0
CUST107811,909,13,13,0,1,0,0,0.0,0.0769,89.94,TXN1032154,87.8,credit_card,11,0,0,0.976,67,0,1,1,0,1,1,1,1,0
CUST110220,983,10,10,0,0,0,0,0.0,0.0,49.72,TXN1032155,49.97,credit_card,9,0,0,1.005,125,0,1,1,0,1,1,1,1,0
CUST119964,1006,8,8,0,1,0,0,0.0,0.125,28.95,TXN1032156,30.34,paypal,11,0,0,1.048,167,0,1,1,0,1,1,1,1,0
CUST130355,1432,21,18,3,4,3,0,0.0,0.1905,75.65,TXN1032157,82.24,credit_card,19,0,1,1.087,278,0,1,1,1,1,1,0,1,0
CUST131882,978,14,14,0,4,2,0,0.0,0.2857,11.39,TXN1032158,19.14,credit_card,8,0,0,1.68,534,0,1,1,0,1,1,1,1,1
CUST121843,405,9,9,0,3,3,0,0.0,0.3333,24.14,TXN1032159,17.28,credit_card,8,0,2,0.716,333,0,1,1,0,1,0,0,0,1
CUST131085,736,12,11,1,2,1,0,0.0,0.1667,39.53,TXN1032160,35.83,wallet,11,0,2,0.906,116,0,1,1,0,1,1,1,1,0
CUST111331,322,8,7,1,0,0,1,0.125,0.0,43.54,TXN1032161,51.23,debit_card,8,0,0,1.177,403,0,1,1,0,1,1,0,1,1
CUST129846,2330,37,37,0,6,3,0,0.0,0.1622,29.46,TXN1032162,32.69,paypal,13,0,1,1.11,325,0,1,1,0,1,1,1,1,0
CUST131145,824,11,11,0,0,0,2,0.1818,0.0,58.93,TXN1032163,114.78,wallet,10,0,0,1.948,209,0,1,1,0,1,1,1,1,1
CUST102984,1215,16,16,0,1,1,1,0.0625,0.0625,24.16,TXN1032164,28.22,credit_card,21,0,0,1.168,96,0,0,1,0,1,0,1,0,1
CUST106255,1991,16,14,2,0,0,1,0.0625,0.0,68.17,TXN1032165,67.94,credit_card,0,0,0,0.997,416,0,0,0,0,0,0,1,0,0
CUST104394,793,11,11,0,0,0,1,0.0909,0.0,49.83,TXN1032166,57.92,debit_card,2,0,0,1.162,170,0,1,1,0,1,1,1,1,0
CUST105172,183,4,4,0,1,1,0,0.0,0.25,76.16,TXN1032167,116.93,paypal,11,0,1,1.535,523,0,1,1,0,0,0,0,0,1
CUST112912,913,14,14,0,1,1,1,0.0714,0.0714,45.66,TXN1032168,42.09,credit_card,11,0,0,0.922,244,0,1,1,0,1,0,1,1,0
CUST129028,1808,21,20,1,1,0,3,0.1429,0.0476,36.49,TXN1032169,23.85,debit_card,5,0,1,0.654,581,0,1,0,0,1,1,1,1,1
CUST124794,1278,18,17,1,1,1,1,0.0556,0.0556,93.59,TXN1032170,73.37,credit_card,10,0,0,0.784,1062,0,1,1,0,1,1,1,1,0
CUST129366,1190,26,23,3,0,0,3,0.1154,0.0,121.81,TXN1032171,99.09,credit_card,12,0,0,0.813,509,0,1,1,0,1,0,1,1,1
CUST113372,1632,21,21,0,1,1,1,0.0476,0.0476,48.16,TXN1032172,26.38,paypal,15,0,2,0.548,410,0,1,0,0,1,1,0,1,0
CUST131912,1480,23,21,2,1,0,1,0.0435,0.0435,85.54,TXN1032173,48.51,debit_card,12,0,0,0.567,443,0,1,1,0,1,1,0,1,0
CUST129660,416,7,7,0,0,0,0,0.0,0.0,40.32,TXN1032174,88.31,debit_card,16,0,0,2.19,202,0,1,1,0,1,1,1,1,1
CUST100913,1008,19,19,0,3,2,2,0.1053,0.1579,34.24,TXN1032175,29.24,credit_card,0,0,0,0.854,594,0,1,1,0,1,1,1,1,1
CUST131061,1222,17,16,1,1,1,0,0.0,0.0588,164.37,TXN1032176,176.67,credit_card,14,0,1,1.075,380,0,1,1,0,1,1,1,0,1
CUST106041,237,5,5,0,1,0,1,0.2,0.2,95.82,TXN1032177,145.23,paypal,13,0,1,1.516,525,0,1,1,0,0,0,1,0,1
CUST127032,1025,15,15,0,1,0,0,0.0,0.0667,20.44,TXN1032178,25.83,credit_card,19,0,0,1.264,398,0,1,1,0,1,1,1,1,1
CUST125939,1030,22,22,0,0,0,0,0.0,0.0,65.89,TXN1032179,130.04,debit_card,13,0,0,1.974,568,0,1,0,0,1,1,0,0,1
CUST116079,405,7,5,2,1,0,0,0.0,0.1429,83.92,TXN1032180,58.65,credit_card,13,0,1,0.699,154,0,1,1,0,1,0,0,0,1
CUST101348,815,16,16,0,0,0,0,0.0,0.0,31.42,TXN1032181,19.51,paypal,6,0,0,0.621,237,0,1,1,0,1,1,0,1,0
CUST118350,1610,20,19,1,0,0,0,0.0,0.0,42.66,TXN1032182,33.07,credit_card,13,0,0,0.775,170,0,1,0,0,1,1,1,1,0
CUST131951,701,11,10,1,1,1,0,0.0,0.0909,20.69,TXN1032183,24.19,credit_card,16,0,1,1.169,443,0,1,1,0,1,1,1,1,0
CUST108138,836,9,7,2,0,0,1,0.1111,0.0,25.42,TXN1032184,17.7,wallet,12,0,0,0.696,232,0,0,1,0,1,1,0,1,1
CUST110983,748,12,11,1,0,0,1,0.0833,0.0,58.54,TXN1032185,107.2,credit_card,16,0,0,1.831,384,0,1,1,0,1,1,1,1,0
CUST126848,1806,22,20,2,1,1,1,0.0455,0.0455,31.06,TXN1032186,17.58,credit_card,10,0,0,0.566,489,0,1,1,0,1,1,0,1,1
CUST120634,35,2,2,0,0,0,0,0.0,0.0,62.02,TXN1032187,124.75,credit_card,15,0,2,2.011,775,1,1,1,0,1,1,1,1,0
CUST122309,765,8,8,0,1,1,0,0.0,0.125,33.08,TXN1032188,34.23,debit_card,14,0,0,1.035,261,0,1,1,0,1,1,0,1,0
CUST105059,303,5,5,0,0,0,0,0.0,0.0,47.88,TXN1032189,62.12,debit_card,7,1,0,1.297,569,0,1,1,0,1,1,1,1,0
CUST128102,501,11,11,0,1,0,1,0.0909,0.0909,86.39,TXN1032190,111.1,credit_card,16,0,0,1.286,496,1,1,1,0,1,1,0,1,0
CUST109272,97,3,3,0,2,0,0,0.0,0.6667,22.19,TXN1032191,12.82,credit_card,16,0,0,0.578,339,0,1,1,0,1,1,1,1,1
CUST120319,1359,16,15,1,0,0,4,0.25,0.0,65.53,TXN1032192,77.69,credit_card,23,0,0,1.186,96,0,1,1,0,1,1,0,1,1
CUST112488,247,3,3,0,0,0,0,0.0,0.0,79.8,TXN1032193,79.97,wallet,4,0,1,1.002,901,0,1,1,0,1,0,0,1,0
CUST117414,466,9,9,0,0,0,0,0.0,0.0,22.1,TXN1032194,16.55,credit_card,23,0,2,0.749,13,0,1,1,0,0,0,1,0,1
CUST111584,702,11,10,1,0,0,0,0.0,0.0,26.28,TXN1032195,32.7,credit_card,0,0,0,1.244,577,0,1,0,0,0,0,0,0,1
CUST106831,747,10,9,1,0,0,0,0.0,0.0,39.64,TXN1032196,50.43,credit_card,6,0,0,1.272,292,0,1,1,0,1,0,1,0,0
CUST104468,151,3,2,1,1,0,0,0.0,0.3333,61.97,TXN1032197,47.97,credit_card,16,0,0,0.774,254,0,1,1,0,1,1,1,1,1
CUST119973,1216,15,14,1,0,0,0,0.0,0.0,27.82,TXN1032198,29.53,debit_card,12,0,1,1.061,362,0,1,1,0,1,1,1,1,0
CUST111589,1469,25,25,0,3,2,1,0.04,0.12,78.33,TXN1032199,63.55,debit_card,0,0,1,0.811,832,0,1,1,1,1,1,1,1,1
CUST116781,1319,23,22,1,0,0,1,0.0435,0.0,59.19,TXN1032200,56.63,credit_card,7,0,0,0.957,217,0,1,0,0,0,0,1,0,0
CUST109575,1342,23,22,1,0,0,0,0.0,0.0,25.81,TXN1032201,28.1,credit_card,7,0,0,1.089,85,0,1,1,0,1,1,1,1,0
CUST113907,1658,19,17,2,1,0,0,0.0,0.0526,33.43,TXN1032202,28.06,wallet,17,0,0,0.839,154,0,1,1,0,1,1,0,1,0
CUST119596,743,15,14,1,0,0,0,0.0,0.0,136.9,TXN1032203,288.07,debit_card,15,0,0,2.104,112,0,0,1,0,1,1,1,1,0
CUST129845,520,6,5,1,1,1,0,0.0,0.1667,52.4,TXN1032204,43.5,credit_card,16,0,2,0.83,293,0,1,1,0,1,0,1,1,0
CUST106916,637,8,6,2,0,0,0,0.0,0.0,37.59,TXN1032205,60.45,credit_card,18,0,0,1.608,697,0,1,1,0,1,1,1,0,0
CUST111822,2299,33,31,2,3,0,5,0.1515,0.0909,80.19,TXN1032206,94.37,credit_card,18,0,2,1.177,1005,0,1,1,0,1,1,1,1,1
CUST109238,745,14,14,0,0,0,3,0.2143,0.0,35.51,TXN1032207,35.4,debit_card,18,0,0,0.997,421,0,1,1,0,1,1,0,1,1
CUST120148,1593,19,19,0,3,1,1,0.0526,0.1579,115.77,TXN1032208,152.05,credit_card,8,0,0,1.313,525,0,1,1,0,1,1,1,1,0
CUST122654,1062,14,12,2,0,0,1,0.0714,0.0,29.83,TXN1032209,29.89,credit_card,20,0,0,1.002,294,0,1,1,0,1,1,1,1,1
CUST111164,1024,15,15,0,1,1,0,0.0,0.0667,10.88,TXN1032210,22.75,credit_card,10,0,1,2.091,673,1,0,0,0,1,1,0,1,1
CUST100536,979,17,17,0,2,1,1,0.0588,0.1176,102.03,TXN1032211,91.47,paypal,5,0,0,0.897,356,0,1,1,1,1,1,0,1,0
CUST120134,1205,17,17,0,0,0,1,0.0588,0.0,80.4,TXN1032212,74.86,bank_transfer,6,0,0,0.931,263,0,0,1,0,1,1,1,1,0
CUST102354,1397,18,17,1,1,0,0,0.0,0.0556,38.93,TXN1032213,54.05,wallet,17,0,0,1.388,596,0,0,1,0,1,1,1,1,0
CUST121797,446,7,6,1,0,0,0,0.0,0.0,43.66,TXN1032214,69.03,credit_card,16,0,0,1.581,166,0,1,1,0,1,1,1,0,1
CUST130700,1225,17,17,0,3,1,3,0.1765,0.1765,58.25,TXN1032215,81.1,credit_card,16,0,0,1.392,55,0,1,1,0,1,1,1,0,1
CUST112770,972,12,12,0,2,0,0,0.0,0.1667,41.17,TXN1032216,49.55,debit_card,1,0,2,1.204,543,0,1,1,0,0,0,0,0,0
CUST116190,1482,14,13,1,0,0,0,0.0,0.0,53.77,TXN1032217,22.15,credit_card,18,0,0,0.412,327,0,1,1,0,1,1,1,1,0
CUST104055,943,11,10,1,2,0,1,0.0909,0.1818,66.46,TXN1032218,92.01,wallet,19,1,0,1.384,328,1,1,1,0,1,1,0,0,1
CUST119021,551,10,10,0,0,0,0,0.0,0.0,81.93,TXN1032219,87.8,credit_card,8,1,0,1.072,44,0,1,1,0,1,1,0,1,1
CUST115200,599,8,8,0,1,0,0,0.0,0.125,84.78,TXN1032220,57.89,credit_card,8,0,0,0.683,298,0,1,1,0,1,0,1,1,0
CUST107406,1103,16,15,1,1,1,0,0.0,0.0625,47.66,TXN1032221,46.82,credit_card,17,0,0,0.982,858,0,1,1,0,1,1,0,1,0
CUST114991,1833,29,27,2,1,1,1,0.0345,0.0345,24.34,TXN1032222,32.52,credit_card,10,0,0,1.336,654,0,1,1,0,1,1,1,1,1
CUST125654,1639,13,12,1,1,0,0,0.0,0.0769,58.7,TXN1032223,69.37,credit_card,14,0,0,1.182,427,0,1,1,0,1,1,0,0,0
CUST131003,640,9,8,1,0,0,0,0.0,0.0,112.58,TXN1032224,116.93,credit_card,19,0,0,1.039,268,0,1,1,0,1,1,1,1,0
CUST113875,625,11,11,0,0,0,1,0.0909,0.0,33.78,TXN1032225,65.27,debit_card,13,0,0,1.932,195,0,1,0,0,1,1,1,1,0
CUST121562,1105,12,10,2,1,0,0,0.0,0.0833,51.31,TXN1032226,22.96,credit_card,16,0,1,0.447,611,0,1,1,0,1,1,1,1,0
CUST111165,1559,25,23,2,2,1,3,0.12,0.08,45.33,TXN1032227,76.94,credit_card,17,0,0,1.697,514,0,1,1,0,1,1,1,1,0
CUST131405,3392,52,46,6,4,3,2,0.0385,0.0769,118.72,TXN1032228,112.78,credit_card,15,0,2,0.95,253,0,1,1,0,1,1,1,1,0
CUST101212,301,4,4,0,1,1,1,0.25,0.25,51.04,TXN1032229,60.56,debit_card,6,0,0,1.187,750,0,1,1,0,1,1,1,1,1
CUST111066,722,10,10,0,0,0,1,0.1,0.0,63.88,TXN1032230,45.18,paypal,8,0,0,0.707,520,0,1,1,0,1,1,0,1,0
CUST116903,435,6,6,0,1,0,0,0.0,0.1667,56.62,TXN1032231,30.23,debit_card,16,0,1,0.534,1130,0,1,1,0,1,1,0,1,0
CUST101837,558,4,4,0,1,1,0,0.0,0.25,23.55,TXN1032232,10.65,credit_card,11,0,0,0.452,820,1,1,1,0,1,1,0,1,1
CUST117539,937,10,10,0,1,1,0,0.0,0.1,36.12,TXN1032233,27.2,bank_transfer,13,0,1,0.753,144,0,0,1,0,1,1,0,1,0
CUST104418,802,10,10,0,2,1,0,0.0,0.2,146.94,TXN1032234,134.36,credit_card,18,1,0,0.914,470,0,1,1,0,1,1,1,1,1
CUST131524,2378,29,27,2,3,0,0,0.0,0.1034,72.93,TXN1032235,49.42,credit_card,11,0,0,0.678,119,0,0,1,0,1,1,1,1,0
CUST116103,1119,15,15,0,2,0,0,0.0,0.1333,25.35,TXN1032236,17.62,credit_card,13,0,2,0.695,182,0,1,1,0,1,1,0,1,1
CUST100920,459,8,8,0,0,0,0,0.0,0.0,16.9,TXN1032237,22.35,debit_card,15,0,2,1.322,323,0,1,1,0,1,0,0,1,1
CUST106596,1477,25,24,1,1,1,1,0.04,0.04,41.85,TXN1032238,68.96,credit_card,7,0,0,1.648,557,0,1,1,0,1,1,1,1,0
CUST110232,546,10,10,0,0,0,0,0.0,0.0,173.77,TXN1032239,143.52,debit_card,16,1,1,0.826,265,0,1,1,0,0,0,0,0,1
CUST120920,239,4,3,1,0,0,0,0.0,0.0,71.35,TXN1032240,73.8,debit_card,12,0,0,1.034,58,0,1,1,1,1,1,1,1,0
CUST106955,1598,23,20,3,2,2,1,0.0435,0.087,79.34,TXN1032241,50.16,credit_card,12,0,0,0.632,39,0,1,1,0,1,1,1,1,1
CUST118727,252,3,3,0,1,0,1,0.3333,0.3333,82.11,TXN1032242,60.03,wallet,15,0,1,0.731,201,0,1,0,0,1,0,1,1,1
CUST131626,495,8,8,0,1,1,0,0.0,0.125,98.11,TXN1032243,87.42,credit_card,0,0,0,0.891,194,0,0,1,1,1,1,0,1,0
CUST130199,675,6,6,0,0,0,0,0.0,0.0,27.1,TXN1032244,25.42,credit_card,12,0,1,0.938,770,0,1,1,0,1,1,1,1,1
CUST124655,1093,15,15,0,0,0,1,0.0667,0.0,45.17,TXN1032245,22.18,paypal,12,0,0,0.491,83,0,1,0,0,1,1,1,0,1
CUST111942,804,12,12,0,1,1,1,0.0833,0.0833,33.47,TXN1032246,24.22,credit_card,15,0,1,0.724,478,0,1,1,1,1,1,0,1,1
CUST106532,730,12,12,0,0,0,1,0.0833,0.0,70.35,TXN1032247,34.13,wallet,15,0,2,0.485,73,0,1,1,0,1,1,1,1,0
CUST114080,392,5,5,0,0,0,0,0.0,0.0,28.16,TXN1032248,51.59,wallet,19,1,0,1.832,737,0,0,1,0,1,1,1,1,1
CUST112049,793,8,7,1,1,1,0,0.0,0.125,110.17,TXN1032249,145.44,credit_card,13,0,0,1.32,367,0,1,1,0,1,1,1,1,1
